id,date_id,client_id,campaign_id,fund_id,impressions,clicks,leads,new_signups,assets_under_management,weight,price_usd
35,1,125,1,19,6415,123,15,0,3883754,0.28,25.44
36,1,125,1,3,7233,132,16,7,4696881,0.4,60.35
37,1,125,1,5,1896,48,5,0,0,0.37,44.63
38,1,125,1,23,5290,109,11,4,4939417,0.13,38.58
39,1,125,1,15,7160,145,19,0,3167525,0.28,61.2
40,1,125,1,7,3473,90,9,2,3892925,0.32,22.57
41,1,125,1,11,9455,155,18,8,5400315,0.07,54.08
42,1,125,1,12,8589,145,16,0,0,0.26,47.98
43,1,125,1,2,8600,195,23,7,3080342,0.11,73.45
44,1,125,1,22,7140,136,17,7,4913537,0.06,43.84
45,1,125,1,4,2211,32,4,1,5739598,0.09,39.06
46,1,125,1,16,1893,40,4,0,0,0.23,71.89
47,1,125,1,18,4244,52,7,2,3404899,0.05,35.56
48,1,125,1,20,2731,28,3,0,5413245,0.41,58.24
49,1,125,1,24,7486,212,23,8,3779924,0.35,76.63
50,1,125,1,8,6023,90,9,0,4300590,0.24,33.47
51,1,125,1,13,9847,106,15,4,4575369,0.24,64.81
52,1,125,1,17,4776,91,11,0,2890370,0.2,28.98
53,1,125,1,9,5932,124,14,0,0,0.17,46.61
54,1,125,1,10,3712,68,9,3,3865787,0.43,34.01
55,1,125,1,6,6497,83,11,0,5758745,0.22,27.65
56,1,125,1,1,8851,188,27,0,3076089,0.2,64.66
57,1,125,1,21,7221,80,8,0,2622674,0.19,70.29
58,1,157,1,15,8393,230,24,10,2080167,0.19,55.64
59,1,157,1,24,7384,124,12,0,0,0.19,27.75
60,1,157,1,8,3177,68,8,3,4116367,0.38,71.61
61,1,157,1,20,8643,204,20,7,0,0.2,20.07
62,1,157,1,1,7967,83,8,3,2951118,0.21,74.95
63,1,157,1,14,6864,156,22,8,2088136,0.49,22.24
64,1,157,1,3,6765,108,11,4,2748969,0.38,33.94
65,1,157,1,9,5830,118,17,0,4307230,0.41,34.99
66,1,157,1,22,5332,71,8,0,2556199,0.48,78.46
67,1,157,1,21,7994,114,15,0,3057882,0.27,62.63
68,1,157,1,6,7968,155,21,9,0,0.44,46.84
69,1,157,1,12,6464,93,11,3,2786846,0.11,66.93
70,1,157,1,2,7679,152,21,6,1903461,0.07,37.63
71,1,157,1,13,8535,215,28,11,0,0.4,42.35
72,1,157,1,11,4158,117,15,0,3801651,0.46,35.48
73,1,157,1,4,7062,123,17,0,2364828,0.5,76.38
74,1,157,1,23,7261,166,24,0,2460375,0.18,67.0
75,1,157,1,5,2540,63,9,0,0,0.29,52.35
76,1,157,1,7,1798,30,3,1,2686968,0.39,29.68
77,1,35,1,11,4858,99,14,6,4060739,0.28,36.9
78,1,35,1,23,5509,118,11,0,0,0.31,67.57
79,1,35,1,15,8693,189,24,7,2840637,0.23,77.29
80,1,35,1,5,8834,165,20,0,0,0.29,38.04
81,1,35,1,2,2006,22,3,1,3803300,0.32,77.39
82,1,35,1,4,4694,125,14,0,2391989,0.2,62.49
83,1,35,1,24,5196,93,9,0,2176520,0.48,39.61
84,1,35,1,19,2321,27,3,0,2420403,0.41,76.1
85,1,35,1,8,9723,105,14,0,1846179,0.15,71.93
86,1,35,1,13,8330,127,16,7,3713954,0.45,67.28
87,1,174,1,6,1544,42,4,1,500045,0.47,54.44
88,1,174,1,1,2077,32,4,0,885199,0.41,59.03
89,1,174,1,18,7652,124,14,6,849576,0.26,43.83
90,1,174,1,9,9674,117,12,0,0,0.14,46.33
91,1,174,1,11,5527,151,21,8,924848,0.28,69.87
92,1,69,1,7,5585,137,18,0,0,0.21,66.8
93,1,69,1,12,2136,60,6,0,6846855,0.34,70.76
94,1,69,1,24,6738,174,26,0,6453943,0.38,48.67
95,1,69,1,5,4545,122,14,0,4880370,0.38,45.81
96,1,7,1,8,4415,115,14,5,0,0.36,70.57
97,1,7,1,6,1761,35,4,1,502385,0.21,66.19
98,1,7,1,4,9679,195,28,0,1172834,0.17,70.83
99,1,7,1,5,9554,233,23,0,0,0.36,58.03
100,1,7,1,10,6881,114,15,0,0,0.48,66.02
101,1,71,1,11,7696,184,26,0,0,0.06,74.56
102,1,71,1,19,8900,161,17,7,2475801,0.07,70.16
103,1,71,1,12,4105,54,6,2,1098669,0.49,55.12
104,1,71,1,14,3635,66,7,0,0,0.43,45.73
105,1,71,1,5,1346,28,3,0,0,0.15,49.66
106,1,71,1,13,9155,220,30,0,1454923,0.37,38.26
107,1,71,1,24,7290,102,12,0,1381097,0.11,73.2
108,1,71,1,3,2956,44,5,0,1506160,0.23,42.92
109,1,71,1,10,7207,97,9,3,0,0.18,67.39
110,1,71,1,15,2422,65,7,3,0,0.42,58.02
111,1,71,1,9,6261,166,18,0,1560571,0.49,79.25
112,1,71,1,16,5824,65,8,3,1930278,0.42,44.7
113,1,71,1,21,3105,64,8,0,2095387,0.49,79.96
114,1,71,1,7,7362,75,10,0,0,0.18,32.98
115,1,71,1,20,6033,127,13,4,2095945,0.1,33.29
116,1,71,1,8,2899,33,4,0,0,0.11,31.43
117,1,71,1,18,7174,148,21,0,0,0.23,33.06
118,1,136,1,2,7003,81,8,3,4748323,0.12,53.03
119,1,136,1,16,4173,106,12,3,0,0.05,54.52
120,1,136,1,21,2763,62,6,2,0,0.41,25.09
121,1,136,1,5,4114,71,7,0,5934963,0.35,55.74
122,1,136,1,20,3739,41,6,0,0,0.32,79.75
123,1,136,1,8,7063,156,21,8,0,0.3,24.89
124,1,89,1,12,9608,166,23,0,1582519,0.31,55.71
125,1,89,1,2,7813,153,20,0,1496108,0.48,53.18
126,1,89,1,6,9013,177,18,0,0,0.17,67.92
127,1,89,1,14,9599,106,14,0,975920,0.1,34.77
128,1,89,1,10,4813,143,16,0,1331562,0.38,74.82
129,1,89,1,24,2127,54,5,0,0,0.25,28.72
130,1,89,1,13,9429,189,20,0,0,0.49,23.2
131,1,89,1,3,5463,90,11,5,0,0.29,38.07
132,1,89,1,22,7158,73,7,0,0,0.49,35.89
133,1,89,1,8,6885,123,14,0,0,0.17,29.94
134,1,89,1,18,3434,54,7,2,1916425,0.24,61.42
135,1,89,1,11,7640,158,18,0,1344907,0.29,20.78
136,1,89,1,16,5520,158,22,8,0,0.26,40.71
137,1,24,1,24,2471,71,10,0,3135242,0.45,51.15
138,1,47,1,13,3568,99,11,3,3252180,0.3,29.58
139,1,47,1,1,3857,89,10,0,4393353,0.35,50.35
140,1,47,1,16,7133,106,15,0,3320106,0.31,70.17
141,1,47,1,11,4422,106,12,5,0,0.34,47.78
142,1,47,1,19,8675,105,14,0,2445016,0.21,74.44
143,1,47,1,9,3103,86,8,3,4592902,0.12,68.68
144,1,47,1,18,1170,19,2,0,0,0.42,25.26
145,1,47,1,22,2055,61,8,3,2148617,0.29,32.19
146,1,47,1,3,2004,38,3,0,2073916,0.22,59.4
147,1,47,1,24,4840,111,15,6,3409857,0.19,56.77
148,1,47,1,20,7901,193,20,8,0,0.41,52.04
149,1,47,1,4,1062,21,2,0,2222589,0.18,78.23
150,1,47,1,23,5807,161,18,0,0,0.48,29.49
151,1,47,1,14,3214,75,10,4,3227474,0.32,62.63
152,1,140,1,23,5553,75,7,3,5793054,0.16,79.74
153,1,140,1,12,4020,118,13,0,0,0.34,59.12
154,1,140,1,13,5358,113,15,5,3151117,0.09,68.68
155,1,140,1,1,8377,118,16,5,0,0.28,32.99
156,1,140,1,24,7384,81,8,0,2733588,0.44,20.91
157,1,140,1,14,6488,126,16,5,4557677,0.26,69.06
158,1,140,1,20,5001,77,8,0,2504384,0.21,35.39
159,1,140,1,18,3036,69,10,0,0,0.39,58.06
160,1,140,1,19,5404,63,8,3,2693013,0.45,57.49
161,1,140,1,5,3000,70,8,3,3358832,0.18,29.58
162,1,140,1,11,3194,72,8,3,0,0.49,57.5
163,1,140,1,4,9908,243,25,0,4964471,0.38,49.83
164,1,207,1,6,4961,84,10,3,0,0.47,78.35
165,1,207,1,22,5312,69,9,0,610761,0.45,36.9
166,1,207,1,13,2153,57,8,3,0,0.36,39.97
167,1,207,1,2,2034,53,5,0,1409280,0.38,32.01
168,1,207,1,9,4752,55,7,2,0,0.4,36.95
169,1,207,1,4,5889,74,11,4,1209498,0.22,34.1
170,1,207,1,8,9905,203,26,12,1204827,0.24,32.89
171,1,207,1,24,9180,125,14,5,846019,0.2,20.73
172,1,207,1,21,9991,191,20,6,986426,0.25,37.92
173,1,207,1,19,1623,44,4,0,988945,0.46,36.86
174,1,207,1,15,8661,93,9,3,1100859,0.2,31.81
175,1,207,1,20,2813,28,3,0,0,0.38,20.95
176,1,207,1,12,2782,42,4,0,0,0.32,31.53
177,1,207,1,17,3849,78,11,0,729549,0.3,49.03
178,1,207,1,10,8061,137,17,0,617322,0.37,37.05
179,1,207,1,1,5924,159,16,7,947630,0.39,37.01
180,1,207,1,3,6745,193,19,8,0,0.45,47.89
181,1,207,1,11,2154,51,5,2,0,0.47,20.84
182,1,207,1,7,5495,77,8,2,0,0.23,41.67
183,1,207,1,16,2406,55,6,1,0,0.28,76.66
184,1,207,1,18,5576,133,13,6,0,0.2,66.34
185,1,207,1,23,1882,25,2,0,1212602,0.33,55.0
186,1,207,1,5,3500,74,10,4,968132,0.27,79.88
187,1,207,1,14,7303,152,17,0,674267,0.26,37.46
188,1,98,1,12,7027,155,17,8,1350763,0.4,42.43
189,1,98,1,22,4902,112,14,0,0,0.21,52.88
190,1,98,1,1,6005,96,13,4,0,0.28,56.56
191,1,98,1,23,1691,34,4,0,904145,0.07,27.17
192,1,98,1,11,1172,34,4,1,0,0.3,29.81
193,1,98,1,15,4690,94,9,3,0,0.35,59.78
194,1,98,1,24,1820,53,6,0,0,0.23,26.89
195,1,98,1,20,5179,77,8,0,1610401,0.15,59.29
196,1,98,1,18,8394,175,21,0,720399,0.15,23.13
197,1,98,1,8,7753,191,20,8,0,0.48,26.01
198,1,98,1,7,4538,99,13,4,1495554,0.41,45.78
199,1,98,1,13,4993,60,7,0,1122285,0.15,69.64
200,1,98,1,2,2789,77,9,3,1639884,0.18,61.04
201,1,98,1,3,4520,50,6,0,1369304,0.13,62.56
202,1,98,1,16,5573,87,11,0,1338781,0.48,70.98
203,1,98,1,10,3486,53,6,0,1285150,0.07,20.15
204,1,98,1,4,9899,241,27,8,874011,0.18,27.11
205,1,98,1,17,5163,81,11,0,0,0.4,43.41
206,1,98,1,14,4304,56,7,0,0,0.36,77.74
207,1,98,1,19,8074,94,12,4,0,0.18,44.75
208,1,203,1,5,3792,61,6,2,0,0.31,43.64
209,1,203,1,3,6119,92,13,6,2521567,0.33,73.4
210,1,203,1,7,3833,47,6,2,3558652,0.44,66.83
211,1,203,1,16,2958,72,8,0,0,0.44,33.14
212,1,203,1,6,4502,72,7,0,0,0.15,27.53
213,1,203,1,18,6429,70,8,2,3171120,0.37,74.04
214,1,203,1,22,3402,89,9,0,2246831,0.31,32.58
215,1,124,1,24,9887,189,22,0,0,0.34,26.44
216,1,124,1,1,9607,123,15,5,4228118,0.37,30.73
217,1,79,1,24,3625,91,11,0,0,0.48,43.41
218,1,79,1,18,3344,88,11,4,0,0.06,33.3
219,1,79,1,11,4274,83,11,5,2082937,0.15,46.91
220,1,79,1,23,6900,175,25,0,1907259,0.28,43.13
221,1,79,1,16,4702,47,4,1,2049461,0.37,63.73
222,1,79,1,20,5414,121,17,8,0,0.06,48.94
223,1,79,1,21,1689,43,6,0,1860344,0.08,56.3
224,1,79,1,17,3643,82,9,0,1194120,0.4,48.72
225,1,79,1,6,1871,33,3,0,0,0.22,65.83
226,1,79,1,19,4269,56,8,0,0,0.37,23.96
227,1,79,1,7,1915,41,5,2,0,0.5,32.61
228,1,79,1,9,5814,111,11,0,0,0.39,46.69
229,1,79,1,1,3830,109,14,0,2424362,0.11,36.28
230,1,79,1,5,5856,91,9,4,1266921,0.33,76.99
231,1,79,1,8,8427,143,19,7,0,0.3,54.71
232,1,79,1,22,2342,52,7,0,0,0.3,64.16
233,1,10,1,1,9269,240,25,9,3711188,0.3,24.02
234,1,10,1,7,3208,70,8,0,2113857,0.1,33.36
235,1,10,1,16,9878,104,14,5,3693225,0.1,48.94
236,1,10,1,13,9683,108,16,0,1506589,0.13,35.88
237,1,10,1,6,2801,79,10,4,1994931,0.29,29.52
238,1,10,1,8,2427,28,3,1,2200337,0.42,77.32
239,1,10,1,10,5851,96,12,4,0,0.16,35.37
240,1,10,1,4,4691,111,14,0,2497042,0.3,36.8
241,1,66,1,15,5581,109,15,0,585850,0.29,29.43
242,1,66,1,8,5620,144,14,4,600334,0.4,59.39
243,1,66,1,12,5076,112,14,0,0,0.35,25.64
244,1,66,1,16,2760,63,8,3,512133,0.1,44.9
245,1,66,1,21,5989,60,7,0,0,0.45,43.97
246,1,66,1,22,9882,132,15,6,942240,0.39,54.7
247,1,66,1,19,4923,111,15,0,666406,0.16,76.72
248,1,66,1,13,5431,109,13,0,0,0.33,78.0
249,1,66,1,20,5216,155,17,6,0,0.32,25.82
250,1,66,1,18,8750,190,26,10,525770,0.48,36.79
251,1,66,1,5,9450,163,23,7,0,0.3,31.89
252,1,66,1,2,6600,125,18,0,530904,0.33,53.35
253,1,66,1,4,9803,249,34,12,924327,0.26,72.08
254,1,66,1,1,2567,59,8,0,768286,0.16,59.35
255,1,121,1,11,5207,59,8,0,0,0.18,39.56
256,1,121,1,15,3269,53,7,2,2243580,0.15,56.52
257,1,121,1,24,4096,87,9,3,0,0.43,72.13
258,1,121,1,10,4587,71,8,3,1365341,0.43,69.19
259,1,121,1,23,3995,67,8,0,3049671,0.15,51.97
260,1,121,1,16,5111,131,15,5,0,0.25,54.09
261,1,121,1,6,7091,150,20,0,0,0.06,46.12
262,1,121,1,17,8426,226,30,11,0,0.08,60.86
263,1,121,1,1,3308,42,5,2,1914604,0.21,60.13
264,1,121,1,14,6524,169,22,0,0,0.13,55.64
265,1,121,1,4,2347,47,6,2,0,0.2,31.45
266,1,121,1,19,6719,132,17,7,2665694,0.35,70.02
267,1,121,1,7,3513,65,7,0,2777660,0.09,46.46
268,1,121,1,5,1991,47,6,1,2293053,0.12,63.75
269,1,121,1,9,7431,138,20,8,2023154,0.45,70.88
270,1,121,1,20,8990,158,21,9,2083620,0.31,71.22
271,1,135,1,7,8938,172,22,0,1915058,0.19,29.83
272,1,135,1,3,1071,30,4,0,0,0.16,75.75
273,1,135,1,10,6985,91,12,5,1578438,0.42,23.75
274,1,135,1,1,7495,140,19,0,0,0.09,42.11
275,1,135,1,4,3524,52,5,1,1343679,0.05,24.56
276,1,135,1,16,1973,20,2,0,0,0.1,62.78
277,1,135,1,6,9428,128,13,0,1367471,0.13,36.63
278,1,135,1,19,1826,45,5,0,1409395,0.27,64.87
279,1,135,1,5,6588,143,16,6,1179743,0.33,60.08
280,1,9,1,21,7012,75,9,0,0,0.08,40.3
281,1,9,1,12,6222,103,12,0,0,0.09,43.68
282,1,9,1,22,8904,121,17,0,1608838,0.26,75.5
283,1,9,1,14,3900,67,7,0,0,0.29,56.44
284,1,9,1,5,9017,177,20,6,2641618,0.15,52.64
285,1,9,1,7,4663,119,15,0,0,0.17,58.66
286,1,9,1,3,9025,145,21,0,0,0.24,75.28
287,1,9,1,15,3027,38,4,0,0,0.24,25.89
288,1,9,1,18,1082,15,2,0,0,0.32,44.5
289,1,9,1,11,7476,110,12,0,0,0.1,20.29
290,1,9,1,23,3465,80,10,3,2035120,0.41,33.01
291,1,9,1,4,3034,40,5,0,2674164,0.16,23.23
292,1,9,1,20,7502,108,12,0,0,0.12,61.84
293,1,9,1,19,9507,173,20,9,0,0.16,59.41
294,1,9,1,24,2662,47,6,2,0,0.29,57.03
295,1,9,1,10,8053,105,12,4,0,0.36,43.03
296,1,9,1,1,7255,147,17,0,1873710,0.45,45.23
297,1,9,1,13,7419,76,10,3,2361625,0.13,51.5
298,1,9,1,16,3231,45,4,0,2191531,0.37,31.64
299,1,9,1,6,7710,110,13,0,0,0.15,25.06
300,1,67,1,1,9408,174,22,8,8620552,0.24,49.67
301,1,15,1,19,1831,34,4,0,0,0.47,64.22
302,1,15,1,6,1804,25,3,1,1924744,0.4,57.75
303,1,15,1,4,4929,84,9,0,1855631,0.47,28.96
304,1,15,1,20,7376,202,28,10,1522723,0.09,42.28
305,1,15,1,9,3882,111,15,0,1705369,0.31,50.33
306,1,95,1,18,2283,49,7,2,0,0.41,75.63
307,1,95,1,5,7281,150,16,6,0,0.32,41.65
308,1,95,1,24,4950,62,8,0,3326105,0.08,56.27
309,1,95,1,6,4487,73,7,2,0,0.3,43.79
310,1,95,1,16,7723,211,24,10,0,0.27,75.39
311,1,95,1,8,5431,66,7,0,2067711,0.41,73.84
312,1,95,1,1,2326,23,3,1,0,0.38,65.49
313,1,95,1,12,2132,39,5,0,0,0.24,51.21
314,1,95,1,10,7822,173,20,0,2030142,0.3,55.79
315,1,182,1,23,4201,114,16,6,1286662,0.12,42.24
316,1,182,1,22,7632,133,15,0,0,0.32,54.15
317,1,182,1,8,5237,82,10,0,1452607,0.2,24.61
318,1,182,1,9,6633,133,17,7,924618,0.36,72.36
319,1,182,1,19,4421,121,13,5,0,0.41,20.6
320,1,182,1,24,6856,194,28,12,1124869,0.06,21.43
321,1,182,1,20,1998,35,4,0,0,0.32,77.06
322,1,182,1,14,8107,235,34,14,0,0.44,39.12
323,1,182,1,2,6123,176,19,0,0,0.34,32.5
324,1,182,1,12,4130,122,14,5,0,0.24,28.09
325,1,182,1,16,2498,25,3,0,0,0.13,49.08
326,1,182,1,13,7097,189,26,0,890984,0.08,24.92
327,1,182,1,17,1010,27,3,0,923797,0.34,50.96
328,1,182,1,11,3567,55,6,2,0,0.42,47.63
329,1,182,1,6,8817,131,14,0,1199811,0.46,31.76
330,1,182,1,1,6348,185,18,6,1352782,0.21,77.31
331,1,182,1,10,6112,92,12,0,0,0.25,65.09
332,1,182,1,18,7458,89,12,0,1357728,0.06,42.58
333,1,182,1,21,9101,179,22,0,0,0.11,39.11
334,1,182,1,7,1007,22,2,0,1137903,0.2,22.32
335,1,182,1,15,8899,107,13,5,0,0.22,63.39
336,1,87,1,19,6340,130,14,5,2946761,0.48,26.79
337,1,87,1,24,1022,19,2,0,0,0.43,63.61
338,1,87,1,16,5938,135,19,0,0,0.22,58.35
339,1,87,1,20,4509,76,10,0,0,0.49,72.72
340,1,87,1,7,3827,66,7,3,2667963,0.14,44.19
341,1,87,1,17,2070,54,5,1,0,0.32,63.86
342,1,87,1,21,1991,59,7,0,4375684,0.43,35.67
343,1,87,1,15,3222,90,12,5,3751454,0.25,51.21
344,1,87,1,13,6225,65,6,2,0,0.33,58.52
345,1,87,1,8,5719,111,14,6,4256326,0.13,61.06
346,1,55,1,6,5517,77,9,3,7303513,0.33,67.37
347,1,55,1,21,8125,160,19,0,4153249,0.44,32.18
348,1,55,1,2,9765,240,29,0,5921248,0.36,68.94
349,1,55,1,11,1957,48,5,0,3521729,0.13,28.65
350,1,55,1,12,1167,33,4,1,7295576,0.49,73.19
351,1,55,1,3,4665,131,13,0,5698547,0.32,30.81
352,1,55,1,23,1729,34,3,0,7652582,0.16,52.27
353,1,55,1,5,2415,31,4,0,5220745,0.26,42.08
354,1,55,1,22,5382,75,7,0,7302170,0.12,56.04
355,1,55,1,19,6168,105,14,4,0,0.22,30.32
356,1,55,1,8,1744,20,2,0,7942234,0.19,55.91
357,1,55,1,13,6326,164,17,0,4631172,0.05,61.47
358,1,55,1,10,6534,81,9,0,8647983,0.15,43.5
359,1,55,1,20,2425,44,6,0,7687386,0.44,21.5
360,1,55,1,7,4492,76,11,0,0,0.41,27.84
361,1,55,1,18,8656,146,15,0,6422475,0.09,40.48
362,1,55,1,9,6976,76,10,0,6281210,0.23,37.03
363,1,55,1,1,2459,28,3,0,0,0.33,74.77
364,1,55,1,17,8510,226,32,11,6444329,0.06,66.89
365,1,55,1,24,3464,39,4,1,6916157,0.17,46.51
366,1,55,1,14,4127,95,11,0,4250540,0.21,48.02
367,1,55,1,15,4711,121,16,5,5900005,0.46,25.72
368,1,55,1,16,3473,68,9,3,5732899,0.31,26.99
369,1,195,1,3,9443,209,29,0,713283,0.27,54.33
370,1,195,1,22,4914,81,9,3,688971,0.16,35.38
371,1,195,1,12,8246,175,18,6,928194,0.29,61.17
372,1,195,1,6,7576,159,18,0,982754,0.16,35.66
373,1,195,1,11,4507,127,16,0,0,0.19,58.24
374,1,195,1,10,6144,167,22,10,1211471,0.26,48.2
375,1,195,1,7,6150,143,20,9,891840,0.16,40.44
376,1,195,1,4,4180,101,13,6,1209410,0.25,20.31
377,1,195,1,23,4790,122,17,0,0,0.37,49.15
378,1,165,1,18,7264,100,13,0,0,0.17,46.12
379,1,165,1,4,2760,77,8,3,9380980,0.43,72.78
380,1,165,1,7,8329,92,13,0,0,0.12,66.55
381,1,165,1,21,3607,95,12,5,0,0.38,76.99
382,1,165,1,6,5716,136,16,5,0,0.15,22.79
383,1,165,1,9,3794,47,6,0,0,0.19,48.72
384,1,165,1,22,2551,34,5,2,0,0.45,58.24
385,1,165,1,1,9830,214,29,0,5506673,0.26,21.24
386,1,165,1,16,1465,38,5,1,7063589,0.21,38.4
387,1,165,1,12,9724,205,24,0,8685177,0.09,65.4
388,1,165,1,24,8290,110,15,4,8361830,0.38,53.77
389,1,165,1,10,2665,50,6,0,5079720,0.09,62.99
390,1,165,1,20,9703,271,30,11,6133251,0.09,26.97
391,1,165,1,13,7168,171,20,6,7494269,0.16,36.9
392,1,165,1,2,9859,120,14,0,0,0.13,73.82
393,1,165,1,3,5434,151,18,0,6946835,0.47,78.78
394,1,165,1,17,7933,132,17,0,4566704,0.45,50.56
395,1,165,1,5,6407,86,9,3,9608734,0.19,33.42
396,1,165,1,23,2248,63,7,0,4308430,0.4,36.74
397,1,165,1,15,9974,180,26,0,0,0.34,44.89
398,1,165,1,11,2993,52,6,2,5184716,0.19,22.61
399,1,88,1,13,5723,65,8,2,3711334,0.07,34.19
400,1,88,1,10,7348,96,10,3,2911698,0.25,60.5
401,1,88,1,24,1255,22,2,0,0,0.1,69.3
402,1,88,1,14,7388,106,11,4,4335404,0.33,33.1
403,1,88,1,17,7098,72,7,2,0,0.41,42.0
404,1,88,1,16,1167,11,1,0,0,0.29,54.1
405,1,88,1,6,1834,28,3,0,3825013,0.21,65.62
406,1,88,1,23,2740,50,7,0,0,0.32,55.32
407,1,88,1,19,8504,177,20,8,0,0.07,32.07
408,1,88,1,11,3319,88,11,5,3991958,0.39,65.66
409,1,88,1,15,6345,85,10,4,0,0.12,63.31
410,1,88,1,7,9269,159,23,9,0,0.15,25.87
411,1,88,1,9,9195,252,27,8,3194677,0.16,74.66
412,1,88,1,5,5187,92,10,0,4021819,0.07,56.29
413,1,194,1,2,6715,91,12,0,0,0.13,72.5
414,1,194,1,9,2940,71,7,2,0,0.37,35.61
415,1,194,1,17,7716,160,16,0,0,0.31,72.25
416,1,194,1,3,5361,90,11,5,0,0.48,55.85
417,1,194,1,4,6752,147,14,5,2316856,0.29,50.69
418,1,194,1,20,2389,29,2,0,1102553,0.17,38.18
419,1,194,1,24,9374,264,33,0,1284648,0.33,57.72
420,1,194,1,12,8806,178,22,0,0,0.21,32.02
421,1,194,1,23,2339,65,8,3,1617908,0.39,27.35
422,1,194,1,16,4397,102,12,5,1909402,0.45,58.81
423,1,194,1,21,7636,109,13,0,0,0.36,63.32
424,1,194,1,14,9479,106,13,0,2127690,0.29,55.22
425,1,194,1,15,1083,30,4,0,1552855,0.13,70.36
426,1,194,1,10,7372,174,20,9,0,0.15,28.92
427,1,194,1,7,8737,96,11,0,1930624,0.3,22.81
428,1,194,1,19,9889,294,39,0,0,0.37,55.7
429,1,194,1,1,4625,88,10,4,1118905,0.33,25.28
430,1,194,1,8,1516,25,3,0,1172712,0.17,49.86
431,1,194,1,22,9645,257,35,16,1724664,0.13,73.33
432,1,99,1,5,4663,69,8,2,1962903,0.2,65.57
433,1,99,1,9,4923,56,6,0,0,0.38,27.77
434,1,99,1,15,8249,89,11,0,1126487,0.44,51.14
435,1,99,1,17,1008,15,2,0,1955776,0.23,25.2
436,1,99,1,24,1532,34,3,0,1506188,0.13,25.28
437,1,99,1,19,1646,47,5,0,0,0.4,29.03
438,1,99,1,14,6804,77,8,2,2235234,0.18,56.62
439,1,99,1,6,5980,146,21,0,0,0.41,55.05
440,1,99,1,21,5060,77,9,0,0,0.46,54.69
441,1,99,1,12,5967,108,11,4,1501685,0.38,55.96
442,1,84,1,1,6636,114,13,0,0,0.11,79.96
443,1,84,1,24,4786,130,13,0,2044314,0.34,71.58
444,1,84,1,12,3723,37,5,1,0,0.17,50.51
445,1,84,1,22,7199,184,24,0,1804312,0.11,46.57
446,1,84,1,13,3922,44,6,0,0,0.39,48.48
447,1,84,1,6,3838,51,6,0,1936218,0.23,24.08
448,1,84,1,23,2537,56,5,2,3249857,0.35,32.88
449,1,84,1,21,4344,86,11,5,2300759,0.16,69.22
450,1,18,1,24,8309,141,21,9,0,0.23,28.61
451,1,18,1,10,8741,143,17,0,0,0.27,47.03
452,1,18,1,14,8548,154,20,8,509771,0.34,50.6
453,1,18,1,20,4305,90,11,4,453359,0.37,36.55
454,1,18,1,2,5370,103,12,0,395445,0.19,69.3
455,1,18,1,23,3232,53,6,1,661683,0.33,30.6
456,1,18,1,7,8479,156,19,0,479084,0.05,32.37
457,1,18,1,17,6421,179,25,0,0,0.32,44.65
458,1,18,1,22,3155,91,12,3,600417,0.24,52.74
459,1,18,1,4,3497,78,11,4,655948,0.12,66.61
460,1,18,1,8,4935,83,11,0,610794,0.35,67.42
461,1,18,1,16,6336,182,22,0,0,0.36,44.32
